Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2017T1;14,11
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2016T4;16,61
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2016T3;14,92
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2016T2;14,25
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2016T1;13,99
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2015T4;16,72
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2015T3;15,83
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2015T2;16,06
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2015T1;13,85
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2014T4;16,13
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2014T3;14,93
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2014T2;15,6
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2014T1;14,53
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2013T4;18,85
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2013T3;15,67
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2013T2;18,2
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2013T1;15,52
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2012T4;18,52
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2012T3;15,75
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2012T2;16,35
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2012T1;16,72
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2011T4;16,66
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2011T3;15,91
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2011T2;16,52
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2011T1;15,84
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2010T4;17,54
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2010T3;15,43
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2010T2;15,44
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2010T1;14,62
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2009T4;16,16
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2009T3;16,18
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2009T2;15,61
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2009T1;14,2
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2008T4;15,75
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2008T3;15,51
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2008T2;13,74
08 Castilla - La Mancha;Construcción;Coste laboral total por hora;2008T1;13,09
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2026T1;12,78
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2025T4;15,21
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2025T3;14,09
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2025T2;14,23
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2025T1;13,07
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2024T4;14,92
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2024T3;13,71
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2024T2;13,65
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2024T1;12,14
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2023T4;14,32
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2023T3;12,92
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2023T2;13,52
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2023T1;11,28
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2022T4;13,47
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2022T3;12,31
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2022T2;12,44
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2022T1;10,74
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2021T4;13,27
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2021T3;12,24
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2021T2;12,28
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2021T1;10,51
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2020T4;12,82
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2020T3;11,34
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2020T2;12,38
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2020T1;10,52
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2019T4;12,62
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2019T3;11,56
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2019T2;11,66
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2019T1;9,92
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2018T4;12,53
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2018T3;10,86
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2018T2;11,14
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2018T1;10,33
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2017T4;11,82
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2017T3;10,32
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2017T2;10,62
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2017T1;9,55
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2016T4;12
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2016T3;10,18
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2016T2;10
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2016T1;9,58
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2015T4;11,98
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2015T3;10,94
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2015T2;11,16
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2015T1;9,42
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2014T4;11,6
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2014T3;10,24
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2014T2;11,09
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2014T1;9,4
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2013T4;13,43
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2013T3;10,72
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2013T2;12,77
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2013T1;10,33
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2012T4;12,99
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2012T3;10,54
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2012T2;11,12
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2012T1;10,92
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2011T4;11,98
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2011T3;10,69
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2011T2;11,54
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2011T1;10,76
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2010T4;12,12
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2010T3;10,45
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2010T2;10,95
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2010T1;9,67
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2009T4;11,6
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2009T3;10,85
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2009T2;10,9
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2009T1;9,37
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2008T4;10,92
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2008T3;10
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2008T2;9,6
08 Castilla - La Mancha;Construcción;Coste salarial total por hora;2008T1;8,88
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2026T1;12,03
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2025T4;13,12
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2025T3;13,45
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2025T2;12,57
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2025T1;12,65
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2024T4;12,91
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2024T3;12,96
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2024T2;12,07
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2024T1;11,9
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2023T4;11,97
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2023T3;12,16
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2023T2;12,01
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2023T1;10,94
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2022T4;11,39
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2022T3;11,49
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2022T2;10,76
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2022T1;10,47
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2021T4;11,05
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2021T3;11,42
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2021T2;10,66
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2021T1;10,1
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2020T4;10,65
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2020T3;10,79
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2020T2;10,14
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2020T1;10,01
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2019T4;10,49
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2019T3;10,71
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2019T2;10,02
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2019T1;9,47
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2018T4;10,38
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2018T3;10,18
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2018T2;9,56
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2018T1;9,97
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2017T4;9,91
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2017T3;9,87
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2017T2;9,4
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2017T1;9,14
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2016T4;9,64
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2016T3;9,52
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2016T2;8,95
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2016T1;9,19
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2015T4;9,53
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2015T3;10,16
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2015T2;9,47
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2015T1;8,97
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2014T4;9,23
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2014T3;9,56
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2014T2;9,42
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2014T1;8,95
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2013T4;10,18
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2013T3;10,02
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2013T2;10,16
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2013T1;9,95
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2012T4;10,14
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2012T3;9,87
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2012T2;9,62
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2012T1;9,73
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2011T4;9,51
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2011T3;9,75
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2011T2;9,47
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2011T1;9,43
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2010T4;9,76
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2010T3;9,59
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2010T2;9,28
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2010T1;9,12
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2009T4;9,39
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2009T3;9,89
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2009T2;9,27
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2009T1;9,14
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2008T4;9,13
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2008T3;9,11
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2008T2;8,11
08 Castilla - La Mancha;Construcción;Coste salarial ordinario por hora;2008T1;8,46
08 Castilla - La Mancha;Construcción;Otros costes por hora;2026T1;5,69
08 Castilla - La Mancha;Construcción;Otros costes por hora;2025T4;6,27
08 Castilla - La Mancha;Construcción;Otros costes por hora;2025T3;6,3
08 Castilla - La Mancha;Construcción;Otros costes por hora;2025T2;6,1
08 Castilla - La Mancha;Construcción;Otros costes por hora;2025T1;6,17
08 Castilla - La Mancha;Construcción;Otros costes por hora;2024T4;6,43
08 Castilla - La Mancha;Construcción;Otros costes por hora;2024T3;6,47
08 Castilla - La Mancha;Construcción;Otros costes por hora;2024T2;5,79
08 Castilla - La Mancha;Construcción;Otros costes por hora;2024T1;5,6
08 Castilla - La Mancha;Construcción;Otros costes por hora;2023T4;5,63
08 Castilla - La Mancha;Construcción;Otros costes por hora;2023T3;5,63
08 Castilla - La Mancha;Construcción;Otros costes por hora;2023T2;5,74
