Tipo de jornada;Secciones de la CNAE-09;Componentes del coste;Periodo;Total
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2024T3;140,16
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2024T2;176,75
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2024T1;174,27
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2023T4;267,56
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2023T3;145,35
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2023T2;188,37
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2023T1;162,9
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2022T4;248,72
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2022T3;129,45
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2022T2;158,48
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2022T1;146,46
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2021T4;260,68
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2021T3;122,82
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2021T2;159,32
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2021T1;161,05
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2020T4;213,73
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2020T3;111,16
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2020T2;124,85
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2020T1;139,07
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2019T4;224,67
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2019T3;117,52
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2019T2;138,82
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2019T1;135,38
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2018T4;215,36
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2018T3;123,88
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2018T2;150,52
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2018T1;144,73
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2017T4;209,84
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2017T3;120,95
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2017T2;147,49
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2017T1;144,52
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2016T4;218,74
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2016T3;119,56
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2016T2;147,49
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2016T1;138,37
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2015T4;226,14
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2015T3;128,51
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2015T2;158,27
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2015T1;150,11
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2014T4;239,77
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2014T3;124,35
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2014T2;149,38
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2014T1;152,23
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2013T4;242,05
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2013T3;161,44
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2013T2;177,24
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2013T1;141,31
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2012T4;251,19
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2012T3;127,85
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2012T2;168
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2012T1;149,99
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2011T4;243,99
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2011T3;125,52
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2011T2;151,19
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2011T1;134,5
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2010T4;223,36
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2010T3;110,32
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2010T2;151,26
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2010T1;118,5
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2009T4;228,1
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2009T3;95,29
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2009T2;148,01
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2009T1;119,52
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2008T4;204,88
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2008T3;111,36
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2008T2;99,28
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos extraordinarios;2008T1;103,24
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2026T1;28,79
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2025T4;25,36
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2025T3;22,22
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2025T2;23,71
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2025T1;25,8
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2024T4;22,01
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2024T3;20,05
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2024T2;25,34
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2024T1;24,14
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2023T4;27,65
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2023T3;15,83
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2023T2;31,17
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2023T1;27,91
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2022T4;22,02
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2022T3;21,68
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2022T2;21,95
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2022T1;22,22
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2021T4;18,74
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2021T3;15,71
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2021T2;17,77
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2021T1;18,43
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2020T4;14,94
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2020T3;12,84
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2020T2;23,33
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2020T1;21,07
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2019T4;16,19
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2019T3;13,27
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2019T2;15,47
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2019T1;17,51
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2018T4;16,91
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2018T3;12,27
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2018T2;14,15
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2018T1;13,56
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2017T4;13,23
Jornada a tiempo completo;N Actividades administrativas y servicios auxiliares;Coste salarial pagos atrasados;2017T3;13,92
